"ProfileTypeId","ConstId","ConstName","ConstCat","ConstVal","ConstString","ConstDesc"
"1","3010","SoftUniquePct                                                   ","I","95","","If the uniqueness of a column is more that this percent, it is assumed to be \na rolling column and gets qualified for distinct values or rows extrapolation if \nthe statistics are determined to be stale. \n  Valid Range: 0 - 100 \n  Default: 95 \nSetting this to 0 disables extrapolations.  Used only when RevertEstimationLogic == 0 \nand (ExtrapolateStatistics == 0 or ExtrapolateStatistics == 2). \n"
"1","3012","MaxStatsInterval                                                ","I","100","","Maximum number of statistics intervals that are allowed. \n  Valid Range: 1 - 240 \n  Default: 100 \n"
"1","3013","ExtrapolateStatistics                                           ","I","1","","Flag to enable/disable extrapolating demographics such as unique values or \nrows when stale statistics are detected. \n  0           - Enable extrapolation \n  1 (default) - Disable extrapolation \n  2           - Enable extrapolation by honoring single-Amp sampling all the time. \n  10          - Enable unconditional extrapolation \n"
"1","3014","EstWithSingleRowOpt                                             ","I","0","","If a table has a single row access via a UPI or USI, this flag determines whether \nor not the optimizer can retrieve this row to derive more accurate estimates. \n  0  (default) - Disable this optimization. \n  1            - Enable this optimization. \n  Used only when RevertEstimationLogic == 0 \n"
"1","3015","EnableSessLevelDrvStats                                         ","I","0","","Flag to determine whether or not to allow session level derived statistics for \nglobal and volatile tables. \n  0  (default) - Disallow session level derived statistics. \n  1            - Enable these derived statistics. \n  Used only when RevertEstimationLogic == 0 \n"
"1","3016","AssumedPIUniquePct                                              ","I","75","","When no statistics are available on a NUPI, this is the assumed uniqueness. \n  Valid Range: 50 - 100 \n  Default: 75 \n  Used only when RevertEstimationLogic == 0 \n"
"1","3020","JoinCardSkewAdj                                                 ","I","0","","Enables or disables join cardinality adjustment based on skew. \n  0 (default) - Disable adjustment. \n  1           - Enable adjustment.  \n"
"1","3021","RASHistAbsDeviation                                             ","I","10000","","Determines the allowable absolute deviation of rows between Random AMP Sample (RAS) \nand statistics histogram.  If the deviation exceeds this value, then statistics \nare assumed to be stale and are overridden by RAS. However, Histgrams are still \nused for selectivity estimations and the estimations gets extrapolated. \n  Valid Range: >= 0 \n  Default: 10,000 rows \nSetting this to 0 causes disables this check.  Used only when  \nRevertEstimationLogic == 0 and (ExtrapolateStatistics == 0 or \nExtrapolateStatistics == 2). \n"
"1","3022","AggrEstCapPct                                                   ","I","75","","Aggregate estimations cap percentage when no stats are found on the grouping columns. \n  Default is 75%. Valid Range 1 - 100 \n"
"1","4012","nonestedjoin                                                    ","I","0","","to disable nested join  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","3061","AllowColAmbiguity                                               ","I","0","","Allow queries which has ambiguty column fields in derived table \n1            -  Allow ambiguity columns \n0(default)   -  Do not allow ambiguity columns  \n"
"1","3041","TempMemPoolThreshold4LTSTJ                                      ","I","200","","Decide when to call jplan with temporary memory pools from ltst join planning. \n"
"1","4008","nosattc                                                         ","I","0","","to disable SAT-TC feature  0 (default)- Disable this optimization. \n  1          - Enable this optimization. \n"
"1","4013","noinner                                                         ","I","0","","indicate no inner join  0 (default)- Disable this optimization. \n  1          - Enable this optimization. \n"
"1","4063","nopredsimpl                                                     ","I","0","","to disable PREDICATE SIMPLIFICATION feature  0 (default)- Disable this optimization. \n  1          - Enable this optimization. \n"
"1","3120","DisableWhiteningWhileErrChk                                     ","I","0","","to disable whitening of code while ErrChkRewrite rule  0 (default)- Disable this optimization. \n  1          - Enable this optimization. \n"
"1","3031","NUSIDelCtrlPct                                                  ","I","0","","Flag to control the NUSI path used for Delete operation.\ \n  Valid Range: 1 - 100% \n  Default: 0% \n"
"1","3034","DR107798OFF                                                     ","I","0","","Enables or disables the DR107798 fix. \n  0 (default) - Not disable the DR107798 fix. \n  1           - Disable the DR107798 fix.  \n"
"1","3046","PartialInListSel                                                ","I","0","","Decide whether to use all values or one value while estimating qualified rows from IN clause. \n"
"1","3062","AllowNoConfNJ                                                   ","I","0","","Flag to allow nested-rowid join when source is of no confidence.\n0:Disallow nested-rowid join when source is of no confidence.(Default)\n1:Allow nested-rowid join when source is of no confidence.\n"
"1","3090","DisableSelectiveDistinctAndGBRewrites                           ","I","1","","This flag controls whether to apply Distinct2GB and GB2Distinct on Subqueries.\n0: default, do not disable Distinct2GB and the GB2Distinct for subquery in opt.\n1: disable all.\n2: disable Distinct2GB for outermost select of INS-SEL.\n4: disable GB2Distinct for subquery.\n6: disable Distinct2GB for INS-SEL and GB2Distinct for subquery.\n"
"2","13096","SkipRewrite4JI                                                  ","I","0","","To skip qrw rewrite for JI  \n  0 : (Default) do not skip QRW for JI.\n  1 : skip qrw for a specific JI phase.\n  2 : skip qrw for all JI phases .\n"
"2","10001","OptProperties                                                   ","I","","","ConstString field contains properties definition string."
"2","10002","OptIndexBlockSize                                               ","I","49152","","Assumed block size for index subtable IOs. Value is in bytes."
"2","10003","OptMaxBldKeySize                                                ","I","1000","","Defines the maximum size of a key that can be built for a nested join. Value is in bytes."
"2","10004","OptMaxRowIdSIndex                                               ","I","8030","","Defines the average number of row ids in a secondary index row."
"2","10005","OptRowidSize                                                    ","I","12","","Defines the size of each entry in a RowID list. Value is in bytes"
"2","10006","OptSpoolBlockSize                                               ","I","131072","","Assumed block size for spool file IOs. Value is in bytes."
"2","10007","OptTableBlockSize                                               ","I","49152","","Assumed block size for table IOs. Value is in bytes."
"2","10008","ArrayRead4k                                                     ","I","1120","","Disk array access rate, number of 4k (bytes) block reads per second."
"2","10009","ArrayRead8k                                                     ","I","1020","","Disk array access rate, number of 8k (bytes) block reads per second."
"2","10010","ArrayRead16k                                                    ","I","920","","Disk array access rate, number of 16k (bytes) block reads per second."
"2","10011","ArrayRead32k                                                    ","I","775","","Disk array access rate, number of 32k (bytes) block reads per second."
"2","10012","ArrayRead64k                                                    ","I","540","","Disk array access rate, number of 64k (bytes) block reads per second."
"2","10013","ArrayRead128k                                                   ","I","325","","Disk array access rate, number of 128k (bytes) block reads per second."
"2","10014","ArrayWrite4k                                                    ","I","740","","Disk array access rate, number of 4k (bytes) block writes per second."
"2","10015","ArrayWrite8k                                                    ","I","650","","Disk array access rate, number of 8k (bytes) block writes per second."
"2","10016","ArrayWrite16k                                                   ","I","560","","Disk array access rate, number of 16k (bytes) block writes per second."
"2","10017","ArrayWrite32k                                                   ","I","445","","Disk array access rate, number of 32k (bytes) block writes per second."
"2","10018","ArrayWrite64k                                                   ","I","290","","Disk array access rate, number of 64k (bytes) block writes per second."
"2","10019","ArrayWrite128k                                                  ","I","170","","Disk array access rate, number of 128k (bytes) block writes per second."
"2","10020","Mono0Bytes                                                      ","I","100000","","Network access rate, number of 0 byte messages to a single node per second."
"2","10021","Mono100Bytes                                                    ","I","91220","","Network access rate, number of 100 byte messages to a single node per second."
"2","10022","Mono400Bytes                                                    ","I","72201","","Network access rate, number of 400 byte messages to a single node per second."
"2","10023","Mono1600Bytes                                                   ","I","39369","","Network access rate, number of 1600 byte messages to a single node per second."
"2","10024","Mono6400Bytes                                                   ","I","13966","","Network access rate, number of 6400 byte messages to a single node per second."
"2","10025","Mono25600Bytes                                                  ","I","3900","","Network access rate, number of 25600 byte messages to a single node per second."
"2","10026","Multi0Bytes                                                     ","I","100000","","Network access rate, number of 0 byte messages to multiple nodes (broadcast) per second."
"2","10027","Multi100Bytes                                                   ","I","91220","","Network access rate, number of 100 byte messages to multiple nodes (broadcast) per second."
"2","10028","Multi400Bytes                                                   ","I","72201","","Network access rate, number of 400 byte messages to multiple nodes (broadcast) per second."
"2","10029","Multi1600Bytes                                                  ","I","39369","","Network access rate, number of 1600 byte messages to multiple nodes (broadcast) per second."
"2","10030","Multi6400Bytes                                                  ","I","13966","","Network access rate, number of 6400 byte messages to multiple nodes (broadcast) per second."
"2","10031","Multi25600Bytes                                                 ","I","3900","","Network access rate, number of 25600 byte messages to multiple nodes (broadcast) per second."
"2","10032","OptCPUWeight                                                    ","I","1","","CPU cost weighting factor, 1.0 is normal. Larger values increase this factor's weight relative to others at 1.0."
"2","10033","OptIOWeight                                                     ","I","1","","IO cost weighting factor, 1.0 is normal. Larger values increase this factor's weight relative to others at 1.0."
"2","10034","OptNetWeight                                                    ","I","1","","Network cost weighting factor, 1.0 is normal. Larger values increase this factor's weight relative to others at 1.0."
"2","10035","ApplySpoolLimit                                                 ","I","0","","Apply spool space limit heuristics? 0=No, 1=Yes"
"2","10036","UseActualBlockSize                                              ","I","1","","Use actual block size for IO cost? 0=No, 1=Yes"
"2","10037","NumMipsPerCpu                                                   ","I","14","","CPU MIPS (million Cost instructions per second) rating"
"2","10038","NumCpusPerNode                                                  ","I","4","","Number of CPUs per node"
"2","10039","NumAmpsPerNode                                                  ","I","15","","Number of AMPs per node"
"2","10040","NumNodesPerClique                                               ","I","2","","Number of nodes per clique"
"2","10041","NumArrayPerClique                                               ","I","1","","Number of disk arrays per clique "
"2","10042","NumNodesTotal                                                   ","I","2","","Number of nodes in the (TPA) system"
"2","10043","SpoolLimitPercent                                               ","I","100","","Percent of User Allocated Spool Space that is excessive. In units of 1%."
"2","10060","OptBitInst                                                      ","I","33","","Defines the path length to check (or set) bit map given a row ID. Value in instructions/operation."
"2","10061","OptBMAndRowInst                                                 ","I","98500","","Defines the path length to AND two bit maps, each the size of a single bitmap row. Current size of bitmap row is 16KB. Value in instructions/operation."
"2","10062","OptCharFieldInst                                                ","I","261","","Defines the path length to build a one character field. Value in instructions/field."
"2","10063","OptNumFieldInst                                                 ","I","37","","Defines the path length to build one numeric field. Value in instructions/field."
"2","10064","OptOutputRowInst                                                ","I","1641","","Defines the path length of the overhead to build an output row. Value in instructions/row."
"2","10065","OptOvhdOfRowCompInst                                            ","I","242","","Defines the path length of the row comparison overhead during sorting. Value in instructions/operation."
"2","10066","OptRedistributeInst                                             ","I","73389","","Defines the path length for redistributing a row. Value in instructions/row."
"2","10067","OptRowAccessInst                                                ","I","409","","Defines the path length for accessing a row in memory. Value in instructions/row."
"2","10068","OptRowIdInst                                                    ","I","27139","","Defines the path length for accessing a row thru a RowID list. Value in instructions/row."
"2","10069","OptSynonymInst                                                  ","I","27139","","Defines the path length for accessing a row by using an index. Value in instructions/synonym/row."
"2","10100","InitBlockProcessOv                                              ","I","","","Unscaled value of BlockProcessOv"
"2","10101","InitBlockProcessCf                                              ","I","","","Unscaled value of BlockProcessCf"
"2","10102","InitAccessRowOv1                                                ","I","","","Unscaled value of AccessRowOv1"
"2","10103","InitAccessRowCf1                                                ","I","","","Unscaled value of AccessRowCf1"
"2","10104","InitAccessRowBd1                                                ","I","","","Unscaled value of AccessRowBd1"
"2","10105","InitAccessRowOv2                                                ","I","","","Unscaled value of AccessRowOv2"
"2","10106","InitAccessRowCf2                                                ","I","","","Unscaled value of AccessRowCf2"
"2","10107","InitRowDupOv1                                                   ","I","","","Unscaled value of RowDupOv1"
"2","10108","InitRowDupCf1                                                   ","I","","","Unscaled value of RowDupCf1"
"2","10109","InitRowDupBd1                                                   ","I","","","Unscaled value of RowDupBd1"
"2","10110","InitRowDupOv2                                                   ","I","","","Unscaled value of RowDupOv2"
"2","10111","InitRowDupCf2                                                   ","I","","","Unscaled value of RowDupCf2"
"2","10112","InitRowRedistOv                                                 ","I","","","Unscaled value of RowRedistOv"
"2","10113","InitRowRedistCf                                                 ","I","","","Unscaled value of RowRedistCf"
"2","10114","InitSortBufSize                                                 ","I","","","Unscaled value of SortBufSize"
"2","10115","InitMergeSortOv                                                 ","I","","","Unscaled value of MergeSortOv"
"2","10116","InitMergeSortCf                                                 ","I","","","Unscaled value of MergeSortCf"
"2","10117","InitAggrCacheHitOv                                              ","I","","","Unscaled value of AggrCacheHitOv"
"2","10118","InitAggrCacheHitCf                                              ","I","","","Unscaled value of AggrCacheHitCf"
"2","10119","InitAggrCacheMissOv                                             ","I","","","Unscaled value of AggrCacheMissOv"
"2","10120","InitAggrCacheMissCf                                             ","I","","","Unscaled value of AggrCacheMissCf"
"2","10121","InitPIRowAccessCo                                               ","I","","","Unscaled value of PIRowAccessCo"
"2","10122","InitPIOvhdCo                                                    ","I","","","Unscaled value of NUPIOvhdC0"
"2","10123","InitUSIOvhdCo                                                   ","I","","","Unscaled value of USIOvhdCo"
"2","10124","InitNUSIOvhdOv                                                  ","I","","","Unscaled value of NUSIOvhdOv"
"2","10125","InitNUSIOvhdCf                                                  ","I","","","Unscaled value of NUSIOvhdCf"
"2","10126","InitBitMapBuildOvhdOv                                           ","I","","","Unscaled value of BitMapBuildOvhdOv"
"2","10127","InitBitMapBuildOvhdCf                                           ","I","","","Unscaled value of BitMapBuildOvhdCf"
"2","10128","InitBitMapBuildCf                                               ","I","","","Unscaled value of BitMapBuildCf"
"2","10129","InitBitMapCheckOv                                               ","I","","","Unscaled value of BitMapCheckOv"
"2","10130","InitBitMapCheckCf                                               ","I","","","Unscaled value of BitMapCheckCf"
"2","10131","InitBitMapWriteReadOv                                           ","I","","","Unscaled value of BitMapWriteReadOv"
"2","10132","InitBitMapWriteReadCf                                           ","I","","","Unscaled value of BitMapWriteReadCf"
"2","10133","InitRowID2BitMapOvhdOv                                          ","I","","","Unscaled value of RowID2BitMapOvhdOv"
"2","10134","InitRowID2BitMapOvhdCf                                          ","I","","","Unscaled value of RowID2BitMapOvhdCf"
"2","10135","InitRowID2BitMapCf                                              ","I","","","Unscaled value of RowID2BitMapCf"
"2","10136","InitSpoolWriteI4Co                                              ","I","","","Unscaled value of SpoolWriteI4Co"
"2","10137","InitSpoolWriteFloatCo                                           ","I","","","Unscaled value of SpoolWriteFloatCo"
"2","10138","InitSpoolWriteRowOv                                             ","I","","","Unscaled value of SpoolWriteRowOv"
"2","10139","InitSpoolWriteByteOv                                            ","I","","","Unscaled value of SpoolWriteByteOv"
"2","10140","InitSpoolWriteByteCf                                            ","I","","","Unscaled value of SpoolWriteByteCf"
"2","10141","CIBlockSize                                                     ","I","","","Cylinder index block size in bytes"
"2","10142","CylinderSize                                                    ","I","","","Cylinder size in bytes"
"2","10143","CylinderFillFactor                                              ","I","","","Cylinder fill factor (0.75 implies 3/4 full)"
"2","10144","InitCPUScale                                                    ","I","","","Calibration platform CPUScale cost parameter value"
"2","10145","InitAddDateCo                                                   ","I","","","Unscaled value of AddDateCo"
"2","10146","InitAddTimeCo                                                   ","I","","","Unscaled value of AddTimeCo"
"2","10147","InitAddTimeStampCo                                              ","I","","","Unscaled value of AddTimeStampCo"
"2","10148","InitAddDecimalCo                                                ","I","","","Unscaled value of AddDecimalCo"
"2","10149","InitAddRealCo                                                   ","I","","","Unscaled value of AddRealCo"
"2","10150","InitAddIntegerCo                                                ","I","","","Unscaled value of AddIntegerCo"
"2","10151","InitAddIntervalCo                                               ","I","","","Unscaled value of AddIntervalCo"
"2","10152","InitAddInteger64Co                                              ","I","","","Unscaled value of AddInteger64Co"
"2","10153","InitSubstIntervalCo                                             ","I","","","Unscaled value of SubstIntervalCo"
"2","10154","InitMultDecimalCo                                               ","I","","","Unscaled value of MultDecimalCo"
"2","10155","InitMultRealCo                                                  ","I","","","Unscaled value of MultRealCo"
"2","10156","InitMultIntegerCo                                               ","I","","","Unscaled value of MultIntegerCo"
"2","10157","InitMultIntervalCo                                              ","I","","","Unscaled value of MultIntervalCo"
"2","10158","InitDivDecimalCo                                                ","I","","","Unscaled value of DivDecimalCo"
"2","10159","InitDivRealCo                                                   ","I","","","Unscaled value of DivRealCo"
"2","10160","InitDivIntegerCo                                                ","I","","","Unscaled value of DivIntegerCo"
"2","10161","InitDivIntervalCo                                               ","I","","","Unscaled value of DivIntervalCo"
"2","10162","InitModDecimalCo                                                ","I","","","Unscaled value of ModDecimalCo"
"2","10163","InitModRealCo                                                   ","I","","","Unscaled value of ModRealCo"
"2","10164","InitModIntegerCo                                                ","I","","","Unscaled value of ModIntegerCo"
"2","10165","InitExponentCo                                                  ","I","","","Unscaled value of ExponentCo"
"2","10166","InitNegDecimalCo                                                ","I","","","Unscaled value of NegDecimalCo"
"2","10167","InitNegRealCo                                                   ","I","","","Unscaled value of NegRealCo"
"2","10168","InitNegIntegerCo                                                ","I","","","Unscaled value of NegIntegerCo"
"2","10169","InitAbsDecimalCo                                                ","I","","","Unscaled value of AbsDecimalCo"
"2","10170","InitAbsRealCo                                                   ","I","","","Unscaled value of AbsRealCo"
"2","10171","InitAbsIntegerCo                                                ","I","","","Unscaled value of AbsIntegerCo"
"2","10172","InitLog10Co                                                     ","I","","","Unscaled value of Log10Co"
"2","10173","InitLogECo                                                      ","I","","","Unscaled value of LogECo"
"2","10174","InitSqrtCo                                                      ","I","","","Unscaled value of SqrtCo"
"2","10175","InitTrigonometricCo                                             ","I","","","Unscaled value of TrigonometricCo"
"2","10176","InitHyperbolicSinCosCo                                          ","I","","","Unscaled value of HyperbolicSinCosCo"
"2","10177","InitHyperbolicOtherCo                                           ","I","","","Unscaled value of HyperbolicOtherCo"
"2","10178","InitAtan2FcnCo                                                  ","I","","","Unscaled value of Atan2FcnCo"
"2","10179","InitInitDate2DaysCo                                             ","I","","","Unscaled value of Date2DaysCo"
"2","10180","InitDays2DateCo                                                 ","I","","","Unscaled value of Days2DateCo"
"2","10181","InitExtractFromDateCo                                           ","I","","","Unscaled value of ExtractFromDateCo"
"2","10182","InitExtractFromTimeCo                                           ","I","","","Unscaled value of ExtractFromTimeCo"
"2","10183","InitExtractDateFromTimeStampCo                                  ","I","","","Unscaled value of ExtractDateFromTimeStampCo"
"2","10184","InitExtractTimeFromTimeStampCo                                  ","I","","","Unscaled value of ExtractTimeFromTimeStampCo"
"2","10185","InitAddMonthDateCo                                              ","I","","","Unscaled value of AddMonthDateCo"
"2","10186","InitAddMonthTimeStampCo                                         ","I","","","Unscaled value of AddMonthTimeStampCo"
