"ProfileTypeId","ConstId","ConstName","ConstCat","ConstVal","ConstString","ConstDesc"
"1","3010","SoftUniquePct                                                   ","I","95","","If the uniqueness of a column is more that this percent, it is assumed to be \na rolling column and gets qualified for distinct values or rows extrapolation if \nthe statistics are determined to be stale. \n  Valid Range: 0 - 100 \n  Default: 95 \nSetting this to 0 disables extrapolations.  Used only when RevertEstimationLogic == 0 \nand (ExtrapolateStatistics == 0 or ExtrapolateStatistics == 2). \n"
"1","3012","MaxStatsInterval                                                ","I","100","","Maximum number of statistics intervals that are allowed. \n  Valid Range: 1 - 240 \n  Default: 100 \n"
"1","3013","ExtrapolateStatistics                                           ","I","1","","Flag to enable/disable extrapolating demographics such as unique values or \nrows when stale statistics are detected. \n  0           - Enable extrapolation \n  1 (default) - Disable extrapolation \n  2           - Enable extrapolation by honoring single-Amp sampling all the time. \n  10          - Enable unconditional extrapolation \n"
"1","3014","EstWithSingleRowOpt                                             ","I","0","","If a table has a single row access via a UPI or USI, this flag determines whether \nor not the optimizer can retrieve this row to derive more accurate estimates. \n  0  (default) - Disable this optimization. \n  1            - Enable this optimization. \n  Used only when RevertEstimationLogic == 0 \n"
"1","3015","EnableSessLevelDrvStats                                         ","I","0","","Flag to determine whether or not to allow session level derived statistics for \nglobal and volatile tables. \n  0  (default) - Disallow session level derived statistics. \n  1            - Enable these derived statistics. \n  Used only when RevertEstimationLogic == 0 \n"
"1","3016","AssumedPIUniquePct                                              ","I","75","","When no statistics are available on a NUPI, this is the assumed uniqueness. \n  Valid Range: 50 - 100 \n  Default: 75 \n  Used only when RevertEstimationLogic == 0 \n"
"1","3020","JoinCardSkewAdj                                                 ","I","0","","Enables or disables join cardinality adjustment based on skew. \n  0 (default) - Disable adjustment. \n  1           - Enable adjustment.  \n"
"1","3021","RASHistAbsDeviation                                             ","I","10000","","Determines the allowable absolute deviation of rows between Random AMP Sample (RAS) \nand statistics histogram.  If the deviation exceeds this value, then statistics \nare assumed to be stale and are overridden by RAS. However, Histgrams are still \nused for selectivity estimations and the estimations gets extrapolated. \n  Valid Range: >= 0 \n  Default: 10,000 rows \nSetting this to 0 causes disables this check.  Used only when  \nRevertEstimationLogic == 0 and (ExtrapolateStatistics == 0 or \nExtrapolateStatistics == 2). \n"
"1","3022","AggrEstCapPct                                                   ","I","75","","Aggregate estimations cap percentage when no stats are found on the grouping columns. \n  Default is 75%. Valid Range 1 - 100 \n"
"1","3061","AllowColAmbiguity                                               ","I","0","","Allow queries which has ambiguty column fields in derived table \n1            -  Allow ambiguity columns \n0(default)   -  Do not allow ambiguity columns  \n"
"1","3041","TempMemPoolThreshold4LTSTJ                                      ","I","200","","Decide when to call jplan with temporary memory pools from ltst join planning. \n"
"1","3116","TempMemPoolThreshold4SPE                                        ","I","200","","Flag to control the SPE depending on the memory consumption.\n  Valid Range: 0 - 100% more than 100 will always enable SPE\n  Default: 200% \n"
"1","3120","DisableWhiteningWhileErrChk                                     ","I","0","","to disable whitening of code while ErrChkRewrite rule  0 (default)- Disable this optimization. \n  1          - Enable this optimization. \n"
"1","3125","NoNewViewFold                                                   ","I","0","","0 - New view fold is ON (default).\n1 - Disable new view fold.\n"
"1","3031","NUSIDelCtrlPct                                                  ","I","0","","Flag to control the NUSI path used for Delete operation.\ \n  Valid Range: 1 - 100% \n  Default: 0% \n"
"1","3034","DR107798OFF                                                     ","I","0","","Enables or disables the DR107798 fix. \n  0 (default) - Not disable the DR107798 fix. \n  1           - Disable the DR107798 fix.  \n"
"1","3040","ByPassMaxParseTreeSegs                                          ","I","0","","Flag to control the ByPassMaxParseTreeSegs. \n  0 (default) - Disable ByPassMaxParseTreeSegs. \n  1           - Enable ByPassMaxParseTreeSegs.  \n"
"1","3062","AllowNoConfNJ                                                   ","I","0","","Flag to allow nested-rowid join when source is of no confidence.\n0:Disallow nested-rowid join when source is of no confidence.(Default)\n1:Allow nested-rowid join when source is of no confidence.\n"
"1","3099","DisableSelectiveDistinctAndGBRewrites                           ","I","1","","This flag controls whether to apply Distinct2GB and GB2Distinct on Subqueries.\n0: default, do not disable Distinct2GB and the GB2Distinct for subquery in opt.\n1: disable all.\n2: disable Distinct2GB for outermost select of INS-SEL.\n4: disable GB2Distinct for subquery.\n6: disable Distinct2GB for INS-SEL and GB2Distinct for subquery.\n"
"1","5154","LocalSortThreshold                                              ","I","0.5","","LocalSortThreshold.  \n  Valid Range: 0 - 1 \n  Default: 0.5 \n"
"1","4001","noltstj                                                         ","I","0","","indicate whether LTST join should be generated   0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4002","ltstj                                                           ","I","0","","indicate LTST join should be used if existed    0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4003","ou2in                                                           ","I","0","","indicate outer to inner join  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4004","noreleasesub                                                    ","I","0","","To disable release subquery optimization  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4005","nocse                                                           ","I","0","","indiacate No Common Subexpression Elimination  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4006","hsjoin                                                          ","I","0","","indicate hash star join should be used if existed  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4007","hsjfeature                                                      ","I","0","","indicate hash star join feature  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4008","nosattc                                                         ","I","0","","to disable SAT-TC feature  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4009","noje                                                            ","I","0","","indicate no join elimination  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4010","nodt                                                            ","I","0","","indicate no derived table optimization  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4011","pgboff                                                          ","I","0","","to diable PGB feature  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4012","nonestedjoin                                                    ","I","0","","to diable nested join  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4013","noinner                                                         ","I","0","","indicate no inner join  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4014","noprodjoin                                                      ","I","0","","to disable product join  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4015","nosre                                                           ","I","0","","to disable Selectivity Redund Elimination  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4016","nomergejoin                                                     ","I","0","","to disable merge join  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4017","noinlistjoin                                                    ","I","0","","to disable inlist join  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4018","noderivedstats                                                  ","I","0","","indicate noderived stats  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4019","noanynopt                                                       ","I","0","","indicate no Any N OPTimization  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4020","rowkeyjoin                                                      ","I","0","","choose row key joins  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4021","norowkeyjoin                                                    ","I","0","","dont choose row key join  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4022","nestedjoin                                                      ","I","0","","choose nested join  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4023","yesinlistjoin                                                   ","I","0","","favor IN-List join / IN-List access path  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4024","nocrosstermest                                                  ","I","0","","dont do cross cross term estimation  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4025","nodisjunctjc                                                    ","I","0","","dont do disjuncted term estimation  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4026","compldisjunctjc                                                 ","I","0","","do full blown disjunct JC including terms converted from DNF->CNF  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4027","noflyhashjoin                                                   ","I","0","","to disable single partition hash join  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4028","nohashjoin                                                      ","I","0","","to disable hash join  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4029","usecalccard                                                     ","I","0","","use CalcCard for RPV estimation, when it's false (default), use OptRowsPerValue  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4030","nocsa                                                           ","I","0","","to diable CSA feature  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4031","noexpandonamp                                                   ","I","0","","0 - (default ) to disable this flag\n1 -  to enable this flag "
"1","4032","disablespe                                                      ","I","0","","to disable static partition elimination  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4034","nooutertoinjoin                                                 ","I","0","","to disable outer to inner join  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4035","nopushpredtospool                                               ","I","0","","to disallow pushing predicates to spool  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4036","noviewfold                                                      ","I","0","","indicate no view folding  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4037","noprojview                                                      ","I","0","","indicate no project view  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4038","nonewout2in                                                     ","I","0","","indicate no new outer to inner join conversion  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4039","notexistsel                                                     ","I","0","","inicate not exists selectivity  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4040","nopushjoin                                                      ","I","0","","to diable push join optimization  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4041","forcepushjoin                                                   ","I","0","","to force push join optimization  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4042","axpfallback                                                     ","I","0","","indicate Fallback Single Table access path and Single Table Cardinality Estimation to algorithm prior to v2r7  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4043","nods4sngltblest                                                 ","I","0","","indicate Disable Derived stats for new single table estimations logic  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4046","corrmergejoin                                                   ","I","0","","Favor the selection of correlated incl or excl merge joins.   0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4047","nopartremapjoin                                                 ","I","0","","Disable partition-remapping rowkey-based merge joins.  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4049","noimprovednestedjoin                                            ","I","0","","Disable improved nested join.  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4050","nostatsinheritance                                              ","I","0","","indicate No stats inheritance  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4051","nojind4est                                                      ","I","0","","indicate don't use sparse JI for estimations  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4053","noconnectedlookahead                                            ","I","0","","No connected lookahead if enabled  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4054","complexviewspool                                                ","I","0","","Do not fold views on outer side with outer joins and NSEs in the WHERE  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4055","nomindependset                                                  ","I","0","","Disable building of minimum dependset  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4056","noaggrenh                                                       ","I","0","","Feature Aggregation Planning enhancement is turned off DR50796  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4057","noskipretaggrenh                                                ","I","0","","Do not parcelize during aggregation  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4058","noskiplocalaggrenh                                              ","I","0","","Do not skip local cache during aggregation  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4059","noskipcacheaggrenh                                              ","I","0","","Do not skip local and/or global cache during aggregation  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4060","nobjaggrplancost                                                ","I","0","","Do not add sum step cost during planning  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4061","nodistinctopt                                                   ","I","0","","Disable Distinct optimization  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4062","oldminusall                                                     ","I","0","","new minus-all implementation  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4063","nopredsimpl                                                     ","I","0","","Disable predicate simplification optimization  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4064","noqrweqnull                                                     ","I","0","","to disable mark_NullEq qrw optimization  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4065","nouncondufid                                                    ","I","0","","indicate no unconditional unique field ID  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4066","nonewje                                                         ","I","0","","indicate no new join elimination  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4067","nosemipjdpe                                                     ","I","0","","to disable inclusion/exclusion product join with DPE  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4068","convertdpetopj                                                  ","I","0","","to onvert an exclusion product join with DPE to an exclusion product join without DPE  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4069","oldajirewrite                                                   ","I","0","","indicate old AJI rewrite  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4070","noinlistscan                                                    ","I","0","","indicate No IN-list scan  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4071","nosi                                                            ","I","0","","indicate Don't pick Secondary Index  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4072","csecaseoff                                                      ","I","0","","to disable CSE for CASE  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4073","disablecharpe                                                   ","I","0","","to disable CHAR partition elimination  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4074","disabledelayedpe                                                ","I","0","","to disable Disable delayed partition elimination  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4075","nomdppiopt                                                      ","I","0","","to diable move date PPI optimization  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4076","nomdjiopt                                                       ","I","0","","to disable move date JI optimization  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4077","noqrwopt                                                        ","I","0","","to disable QRW optimization  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4078","notrcje                                                         ","I","0","","to Disable TRC JE  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4079","nope4est                                                        ","I","0","","to disable Partition elimination based cost estimation  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4080","no5laforojs                                                     ","I","0","","to disable 5 look ahead join planning for outer joins  0 (default)- Disable this optimization. \n  1           - Enable this optimization. \n"
"1","4501","PGBControl                                                      ","I","0","","The value of '0' enables PGB with costing.\nThe value of '1' enables PGB (partial SUM) without costing.\nThe value of '2' disables PGB.\nThe value of '3' disables PGB for PPI tables.\nThe value of '4' enables PGB (SORT/GROUP) without costing.\nThe default value is 0.\n"
"1","4502","fudgefactor                                                     ","I","0","","This flag is used to set the fudge factor\nused in the optimizer. Default is 0. A Value 0 means use\nthe default fudge factor of 75%.0\n"
"1","4503","HTMemAlloc                                                      ","I","20","","HTMemAlloc - This field specifies the percentage of memory to be\nallocated to a hash table for a hash join.  A value of 0 turns off\nhash joins. Valid range is 0 to 10.\nThe default value is 10.\n"
"1","4504","HTMemAllocBase                                                  ","I","20","","The base in megabytes to which the\nHTMemAlloc percentage is applied. The valid range is\n1-1024, with 20 being the default value"
"1","4505","DisableDPE                                                      ","I","0","","DisableDPE  - This flag is used to control dynamic\npartition elimination (DPE). By default, this value is 0.\n0 = Allow all DPE (default).\n1 = Disable product join DPE.\n2 = Disable merge join DPE.\n3 = Disable both product and merge join DPE.\n4 = Disable product join DPE for multilevel PPI tables.\n    Both product and merge join DPE are enabled for single-\n    level PPI tables.\n5 = Disable product join DPE for multilevel PPI tables\n   and disable DPE for merge join. Product join DPE for\n    single-level PPI tables is enabled.\n"
"1","4506","WTValidator                                                     ","I","0","","This flag is used to control the\n white tree validation process. By default, this value is 0.0 = Validate White Tree and die if found problem in final plan (Default).\n1 = Validate White Tree and report warning if found problem.\n2 = Validate White Tree and auto correct if found problem.\n3 = Disable White Tree Validation.\n4 = Validate White Tree and die if found problem in intermediate/final plan\n    (Not recommended in customer side).\n"
"1","4507","NoSlidingWindowPPIJoin                                          ","I","0","","This integer determines whether Sliding window\nmerge joins are applicable for PPI tables.\nBy default the value is 0.\n0 = All sliding window joins are enabled.\n1 = Basic sliding window joins are disabled\n2 = All sliding window joins are disabled \n"
"1","4508","NLookAheadControl                                               ","I","0","","Set a threshold for the number\nof connections among the tables to be joined above\nwhich 2 or more lookahead will be disabled. The threshold\nis set as an integer among 0 .. 100 as follows:\n      NLookAheadControl = 100 - a*100/b\nHere, a is the maximal number of connections allowed for 2\nor more lookahead; b is the maxmial number of possible\nconnections, currently b=2016. The default value for\nNLookAheadControl is 0, which means always enable 2 or\nmore lookahead.\n"
"1","4509","disable_optimize_Index_ppi                                      ","I","0","","This field enables or disables\n1) the performance enhancements associated with\n  eliminating rowids at the secondary index level\n  if there is a residual condition on the partitioning\n  column, for a PPI table and\n 2) SingleAMP NUSI access, if NUSI index is on the same\n   column(s) as NUPI.\nA value of 0 enables both the optimization.\nA value of 1 disables the eliminating the rowids at the\n index level optimization.\nA value of 2 disables the single amp NUSI optimization.\n A value of 3 disables both the optimizations.\nThe default is 0.\n"
"1","4510","DisableDeferredPartitionDelete                                  ","I","0","","determines whether or not to disable the optimization\nto delete whole partitions of a PPI table\nwithout transient journalling based on analysis of the WHERE condition\nin the DELETE statement.  The default value is 0.\n"
"1","4511","FoldRetIntoMrg                                                  ","I","0","","This field enables/disables some additional\nINSERT-SELECT optimization.  Set it to TRUE to enable.  It is\ndisabled by default."
