"ProfileTypeId","ConstId","ConstName","ConstCat","ConstVal","ConstString","ConstDesc"
"2","10063","OptNumFieldInst                                                 ","I","37","","Defines the path length to build one numeric field. Value in instructions/field."
"1","47","OptBitCost                                                      ","C","0","","The CPU cost to check or set bit map given a row ID. Estimated number of milliseconds."
"2","10064","OptOutputRowInst                                                ","I","1641","","Defines the path length of the overhead to build an output row. Value in instructions/row."
"1","48","OptCharFieldCost                                                ","C","0","","The CPU cost of building a one character field. Estimated number of milliseconds."
"2","10065","OptOvhdOfRowCompInst                                            ","I","242","","Defines the path length of the row comparison overhead during sorting. Value in instructions/operation."
"1","49","OptNumFieldCost                                                 ","C","0","","The CPU cost of building a single numeric field. Estimated number of milliseconds."
"2","10066","OptRedistributeInst                                             ","I","73389","","Defines the path length for redistributing a row. Value in instructions/row."
"1","50","OptOvhdOfRowCompCost                                            ","C","0","","The CPU cost of a sort row comparison. Estimated number of milliseconds."
"2","10067","OptRowAccessInst                                                ","I","409","","Defines the path length for accessing a row in memory. Value in instructions/row."
"1","51","OptBMWriteRowCost                                               ","C","0","","The IO cost to write and then read a bit map row of 16KB to the spool. Estimated number of milliseconds."
"2","10068","OptRowIdInst                                                    ","I","27139","","Defines the path length for accessing a row thru a RowID list. Value in instructions/row."
"1","52","OptTableReadRate                                                ","C","0","","Disk array read access rate for a table. Number of table block reads per second at assumed block size."
"2","10069","OptSynonymInst                                                  ","I","27139","","Defines the path length for accessing a row by using an index. Value in instructions/synonym/row."
"1","53","OptSpoolReadRate                                                ","C","0","","Disk array read access rate for a spool. Number of spool block reads per second at assumed block size."
"2","10100","InitBlockProcessOv                                              ","I","0","","Unscaled value of BlockProcessOv"
"1","54","OptIndexReadRate                                                ","C","0","","Disk array read access rate for an index. Number of index block reads per second at assumed block size."
"2","10101","InitBlockProcessCf                                              ","I","0","","Unscaled value of BlockProcessCf"
"1","55","OptTableWriteRate                                               ","C","0","","Disk array write access rate for a table. Number of table block writes per second at assumed block size."
"2","10102","InitAccessRowOv1                                                ","I","0","","Unscaled value of AccessRowOv1"
"1","56","OptSpoolWriteRate                                               ","C","0","","Disk array write access rate for a spool. Number of spool block writes per second at assumed block size."
"2","10103","InitAccessRowCf1                                                ","I","0","","Unscaled value of AccessRowCf1"
"1","57","OptIndexWriteRate                                               ","C","0","","Disk array write access rate for an index. Number of index block writes per second at assumed block size."
"2","10104","InitAccessRowBd1                                                ","I","0","","Unscaled value of AccessRowBd1"
"1","58","OptByNetRedOvhd                                                 ","C","0","","Defines the network row redistribution overhead cost, point-to-point message. Estimated number of milliseconds."
"2","10105","InitAccessRowOv2                                                ","I","0","","Unscaled value of AccessRowOv2"
"1","59","OptByNetRedCost                                                 ","C","0","","Defines the network row redistribution cost per byte, point-to-point message. Estimated number of milliseconds."
"2","10106","InitAccessRowCf2                                                ","I","0","","Unscaled value of AccessRowCf2"
"1","60","OptByNetDupOvhd                                                 ","C","0","","Defines the network row duplication overhead cost,  broadcast message. Estimated number of milliseconds."
"2","10107","InitRowDupOv1                                                   ","I","0","","Unscaled value of RowDupOv1"
"1","61","OptByNetDupCost                                                 ","C","0","","Defines the network row duplication cost per byte,  broadcast message. Estimated number of milliseconds."
"2","10108","InitRowDupCf1                                                   ","I","0","","Unscaled value of RowDupCf1"
"1","62","OptCPUWeight                                                    ","I","1","","CPU cost weighting factor, 1.0 is normal. Larger values increase this factor's weight relative to others at 1.0."
"2","10109","InitRowDupBd1                                                   ","I","0","","Unscaled value of RowDupBd1"
"1","63","OptIOWeight                                                     ","I","1","","IO cost weighting factor, 1.0 is normal. Larger values increase this factor's weight relative to others at 1.0."
"2","10110","InitRowDupOv2                                                   ","I","0","","Unscaled value of RowDupOv2"
"1","64","OptNetWeight                                                    ","I","1","","Network cost weighting factor, 1.0 is normal. Larger values increase this factor's weight relative to others at 1.0."
"2","10111","InitRowDupCf2                                                   ","I","0","","Unscaled value of RowDupCf2"
"1","65","ApplySpoolLimit                                                 ","I","0","","Apply spool space limit heuristics? 0=No, 1=Yes"
"2","10112","InitRowRedistOv                                                 ","I","0","","Unscaled value of RowRedistOv"
"1","66","UseActualBlockSize                                              ","I","0","","Use actual block size for IO cost? 0=No, 1=Yes"
"2","10113","InitRowRedistCf                                                 ","I","0","","Unscaled value of RowRedistCf"
"1","67","NumMipsPerCpu                                                   ","I","14","","CPU MIPS (million Cost instructions per second) rating"
"2","10114","InitSortBufSize                                                 ","I","0","","Unscaled value of SortBufSize"
"1","68","NumCpusPerNode                                                  ","I","4","","Number of CPUs per node"
"2","10115","InitMergeSortOv                                                 ","I","0","","Unscaled value of MergeSortOv"
"1","69","NumAmpsPerNode                                                  ","I","15","","Number of AMPs per node"
"2","10116","InitMergeSortCf                                                 ","I","0","","Unscaled value of MergeSortCf"
"1","70","NumNodesPerClique                                               ","I","2","","Number of nodes per clique"
"2","10117","InitAggrCacheHitOv                                              ","I","0","","Unscaled value of AggrCacheHitOv"
"1","71","NumArrayPerClique                                               ","I","1","","Number of disk arrays per clique "
"2","10118","InitAggrCacheHitCf                                              ","I","0","","Unscaled value of AggrCacheHitCf"
"1","72","NumNodesTotal                                                   ","I","2","","Number of nodes in the (TPA) system"
"2","10119","InitAggrCacheMissOv                                             ","I","0","","Unscaled value of AggrCacheMissOv"
"1","73","SpoolLimitPercent                                               ","I","100","","Percent of User Allocated Spool Space that is excessive. In units of 1%."
"2","10120","InitAggrCacheMissCf                                             ","I","0","","Unscaled value of AggrCacheMissCf"
"1","74","NumNodesPerDiskArray                                            ","C","0","","Number of nodes per disk array"
"2","10121","InitPIRowAccessCo                                               ","I","0","","Unscaled value of PIRowAccessCo"
"1","75","CPUScale                                                        ","C","0","","Conversion factor from path length to path time in milliseconds"
"2","10122","InitPIOvhdCo                                                    ","I","0","","Unscaled value of NUPIOvhdC0"
"1","76","DAScale                                                         ","C","0","","Conversion factor from array throughput to per-node array throughput"
"2","10123","InitUSIOvhdCo                                                   ","I","0","","Unscaled value of USIOvhdCo"
"1","77","NumAmpsPerCPU                                                   ","C","0","","Number of AMPs per CPU"
"2","10124","InitNUSIOvhdOv                                                  ","I","0","","Unscaled value of NUSIOvhdOv"
"1","3002","GroupAMPPISampling                                              ","I","0","","Determines the number of AMPs to be sampled for getting row estimates of a table. n  0 (default) - Single AMP sampling n  2 .. 4      - Two AMP sampling n  5           - Five AMP sampling n  6           - Node level sampling n  7           - All AMP sampling n  Used only when RevertEstimationLogic == 0 n"
"2","10125","InitNUSIOvhdCf                                                  ","I","0","","Unscaled value of NUSIOvhdCf"
"1","3003","LegacyJoinCardDefault                                           ","I","1","","Enable legacy join cardinality default when no demographics on join columns nare available. n  0           - Use new cardinality formulas. n  1 (default) - Fall back to legacy formulas. n"
"2","10126","InitBitMapBuildOvhdOv                                           ","I","0","","Unscaled value of BitMapBuildOvhdOv"
"1","3004","LIKEEstPartialIntRatio                                          ","I","0.5","","The default ratio for calculating the rows selected  in a partially covered ninterval by LIKE predicates of ""abc%""- pattern. n  Valid Range: 0 - 1 n  Default: 0.5 n"
"2","10127","InitBitMapBuildOvhdCf                                           ","I","0","","Unscaled value of BitMapBuildOvhdCf"
"1","3005","RASHistDeviationPct                                             ","I","10","","Determines the allowable percentage deviation between Random AMP Sample (RAS) nand statistics histogram.  If the deviation exceeds this value, then statistics nare assumed to be stale and are overridden by RAS. However, Histgrams are still nused for selectivity estimations and the estimations gets extrapolated. n  Valid Range: >= 0 n  Default: 10 nSetting this to 0 causes RAS to bypass the Histogram all the time.  Used only when nRevertEstimationLogic == 0 and (ExtrapolateStatistics == 0 or  nExtrapolateStatistics == 2). n"
"2","10128","InitBitMapBuildCf                                               ","I","0","","Unscaled value of BitMapBuildCf"
"1","3006","RevertEstimationLogic                                           ","I","1","","Flag to revert to pre-12.0 cardinality/selectivity estimation logic n  0           - Use new cardinality/selectivity estimation logic n  1 (default) - Use pre-12.0 cardinality/selectivity estimation logic n"
"2","10129","InitBitMapCheckOv                                               ","I","0","","Unscaled value of BitMapCheckOv"
"1","3008","ConstrScanAxPath                                                ","I","1","","Controls enabling/disabling the new constraint scan access path. n  0           - Enable for aggregation only n  1 (default) - Disable. n  2           - Enable for aggregation and retrieval (not available yet) n  Used only when RevertEstimationLogic == 0 n"
"2","10130","InitBitMapCheckCf                                               ","I","0","","Unscaled value of BitMapCheckCf"
"1","3009","ocsDebug                                                        ","I","1","","Determines the action to be taken if optimizer sanity checks of demographic or costing ninformation fails: n  0           - Quiet mode.  Fall back to default demographic or cost value. n  1           - Parser crash with snapshot dump. n  2 (default) - Log occurance in the event log and fall back to default value. n  3           - First 2 occurances, generate a snapshot dump and log all occurance n                in the event log and fall back to default value. n"
"2","10131","InitBitMapWriteReadOv                                           ","I","0","","Unscaled value of BitMapWriteReadOv"
"1","3010","SoftUniquePct                                                   ","I","95","","If the uniqueness of a column is more that this percent, it is assumed to be na rolling column and gets qualified for distinct values or rows extrapolation if nthe statistics are determined to be stale. n  Valid Range: 0 - 100 n  Default: 95 nSetting this to 0 disables extrapolations.  Used only when RevertEstimationLogic == 0 nand (ExtrapolateStatistics == 0 or ExtrapolateStatistics == 2). n"
"2","10132","InitBitMapWriteReadCf                                           ","I","0","","Unscaled value of BitMapWriteReadCf"
"1","3012","MaxStatsInterval                                                ","I","100","","Maximum number of statistics intervals that are allowed. n  Valid Range: 1 - 240 n  Default: 100 n"
"2","10133","InitRowID2BitMapOvhdOv                                          ","I","0","","Unscaled value of RowID2BitMapOvhdOv"
"1","3013","ExtrapolateStatistics                                           ","I","1","","Flag to enable/disable extrapolating demographics such as unique values or nrows when stale statistics are detected. n  0           - Enable extrapolation n  1 (default) - Disable extrapolation n  2           - Enable extrapolation by honoring single-Amp sampling all the time. n  10          - Enable unconditional extrapolation n"
"2","10134","InitRowID2BitMapOvhdCf                                          ","I","0","","Unscaled value of RowID2BitMapOvhdCf"
"1","3014","EstWithSingleRowOpt                                             ","I","0","","If a table has a single row access via a UPI or USI, this flag determines whether nor not the optimizer can retrieve this row to derive more accurate estimates. n  0  (default) - Disable this optimization. n  1            - Enable this optimization. n  Used only when RevertEstimationLogic == 0 n"
"2","10135","InitRowID2BitMapCf                                              ","I","0","","Unscaled value of RowID2BitMapCf"
"1","3015","EnableSessLevelDrvStats                                         ","I","0","","Flag to determine whether or not to allow session level derived statistics for nglobal and volatile tables. n  0  (default) - Disallow session level derived statistics. n  1            - Enable these derived statistics. n  Used only when RevertEstimationLogic == 0 n"
"2","10136","InitSpoolWriteI4Co                                              ","I","0","","Unscaled value of SpoolWriteI4Co"
"1","3016","AssumedPIUniquePct                                              ","I","75","","When no statistics are available on a NUPI, this is the assumed uniqueness. n  Valid Range: 50 - 100 n  Default: 75 n  Used only when RevertEstimationLogic == 0 n"
"2","10137","InitSpoolWriteFloatCo                                           ","I","0","","Unscaled value of SpoolWriteFloatCo"
"1","3020","JoinCardSkewAdj                                                 ","I","0","","Enables or disables join cardinality adjustment based on skew. n  0 (default) - Disable adjustment. n  1           - Enable adjustment.  n"
"2","10138","InitSpoolWriteRowOv                                             ","I","0","","Unscaled value of SpoolWriteRowOv"
"1","3021","RASHistAbsDeviation                                             ","I","10000","","Determines the allowable absolute deviation of rows between Random AMP Sample (RAS) nand statistics histogram.  If the deviation exceeds this value, then statistics nare assumed to be stale and are overridden by RAS. However, Histgrams are still nused for selectivity estimations and the estimations gets extrapolated. n  Valid Range: >= 0 n  Default: 10,000 rows nSetting this to 0 causes disables this check.  Used only when  nRevertEstimationLogic == 0 and (ExtrapolateStatistics == 0 or nExtrapolateStatistics == 2). n"
"2","10139","InitSpoolWriteByteOv                                            ","I","0","","Unscaled value of SpoolWriteByteOv"
"1","3022","AggrEstCapPct                                                   ","I","75","","Aggregate estimations cap percentage when no stats are found on the grouping columns. n  Default is 75%. Valid Range 1 - 100 n"
"2","10140","InitSpoolWriteByteCf                                            ","I","0","","Unscaled value of SpoolWriteByteCf"
"1","3061","AllowColAmbiguity                                               ","I","0","","Allow queries which has ambiguty column fields in derived table n1            -  Allow ambiguity columns n0(default)   -  Do not allow ambiguity columns  n"
"2","10141","CIBlockSize                                                     ","I","0","","Cylinder index block size in bytes"
"1","3041","TempMemPoolThreshold4LTSTJ                                      ","I","200","","Decide when to call jplan with temporary memory pools from ltst join planning. n"
"2","10142","CylinderSize                                                    ","I","0","","Cylinder size in bytes"
"1","3031","NUSIDelCtrlPct                                                  ","I","0","","Flag to control the NUSI path used for Delete operation. n  Valid Range: 1 - 100% n  Default: 0% n"
"2","10143","CylinderFillFactor                                              ","I","0","","Cylinder fill factor (0.75 implies 3/4 full)"
"1","3034","DR107798OFF                                                     ","I","0","","Enables or disables the DR107798 fix. n  0 (default) - Not disable the DR107798 fix. n  1           - Disable the DR107798 fix.  n"
"2","10144","InitCPUScale                                                    ","I","0","","Calibration platform CPUScale cost parameter value"
"1","3040","ByPassMaxParseTreeSegs                                          ","I","0","","Flag to control the ByPassMaxParseTreeSegs. n  0 (default) - Disable ByPassMaxParseTreeSegs. n  1           - Enable ByPassMaxParseTreeSegs.  n"
"2","10145","InitAddDateCo                                                   ","I","0","","Unscaled value of AddDateCo"
"1","3062","AllowNoConfNJ                                                   ","I","0","","Flag to allow nested-rowid join when source is of no confidence.n0:Disallow nested-rowid join when source is of no confidence.(Default)n1:Allow nested-rowid join when source is of no confidence.n"
"2","10146","InitAddTimeCo                                                   ","I","0","","Unscaled value of AddTimeCo"
"1","3099","DisableSelectiveDistinctAndGBRewrites                           ","I","1","","This flag controls whether to apply Distinct2GB and GB2Distinct on Subqueries.n0: default, do not disable Distinct2GB and the GB2Distinct for subquery in opt.n1: disable all.n2: disable Distinct2GB for outermost select of INS-SEL.n4: disable GB2Distinct for subquery.n6: disable Distinct2GB for INS-SEL and GB2Distinct for subquery.n"
"2","10147","InitAddTimeStampCo                                              ","I","0","","Unscaled value of AddTimeStampCo"
"1","5154","LocalSortThreshold                                              ","I","0.5","","LocalSortThreshold.  n  Valid Range: 0 - 1 n  Default: 0.5 n"
"2","10148","InitAddDecimalCo                                                ","I","0","","Unscaled value of AddDecimalCo"
"1","4001","noltstj                                                         ","I","0","","indicate whether LTST join should be generated   0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10149","InitAddRealCo                                                   ","I","0","","Unscaled value of AddRealCo"
"1","4002","ltstj                                                           ","I","0","","indicate LTST join should be used if existed    0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10150","InitAddIntegerCo                                                ","I","0","","Unscaled value of AddIntegerCo"
"1","4003","ou2in                                                           ","I","0","","indicate outer to inner join  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10151","InitAddIntervalCo                                               ","I","0","","Unscaled value of AddIntervalCo"
"1","4004","noreleasesub                                                    ","I","0","","To disable release subquery optimization  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10152","InitAddInteger64Co                                              ","I","0","","Unscaled value of AddInteger64Co"
"1","4005","nocse                                                           ","I","0","","indiacate No Common Subexpression Elimination  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10153","InitSubstIntervalCo                                             ","I","0","","Unscaled value of SubstIntervalCo"
"1","4006","hsjoin                                                          ","I","0","","indicate hash star join should be used if existed  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10154","InitMultDecimalCo                                               ","I","0","","Unscaled value of MultDecimalCo"
"1","4007","hsjfeature                                                      ","I","0","","indicate hash star join feature  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10155","InitMultRealCo                                                  ","I","0","","Unscaled value of MultRealCo"
"1","4008","nosattc                                                         ","I","0","","to disable SAT-TC feature  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10156","InitMultIntegerCo                                               ","I","0","","Unscaled value of MultIntegerCo"
"1","4009","noje                                                            ","I","0","","indicate no join elimination  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10157","InitMultIntervalCo                                              ","I","0","","Unscaled value of MultIntervalCo"
"1","4010","nodt                                                            ","I","0","","indicate no derived table optimization  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10158","InitDivDecimalCo                                                ","I","0","","Unscaled value of DivDecimalCo"
"1","4011","pgboff                                                          ","I","0","","to diable PGB feature  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10159","InitDivRealCo                                                   ","I","0","","Unscaled value of DivRealCo"
"1","4012","nonestedjoin                                                    ","I","0","","to diable nested join  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10160","InitDivIntegerCo                                                ","I","0","","Unscaled value of DivIntegerCo"
"1","4013","noinner                                                         ","I","0","","indicate no inner join  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10161","InitDivIntervalCo                                               ","I","0","","Unscaled value of DivIntervalCo"
"1","4014","noprodjoin                                                      ","I","0","","to disable product join  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10162","InitModDecimalCo                                                ","I","0","","Unscaled value of ModDecimalCo"
"1","4015","nosre                                                           ","I","0","","to disable Selectivity Redund Elimination  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10163","InitModRealCo                                                   ","I","0","","Unscaled value of ModRealCo"
"1","4016","nomergejoin                                                     ","I","0","","to disable merge join  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10164","InitModIntegerCo                                                ","I","0","","Unscaled value of ModIntegerCo"
"1","4017","noinlistjoin                                                    ","I","0","","to disable inlist join  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10165","InitExponentCo                                                  ","I","0","","Unscaled value of ExponentCo"
"1","4018","noderivedstats                                                  ","I","0","","indicate noderived stats  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10166","InitNegDecimalCo                                                ","I","0","","Unscaled value of NegDecimalCo"
"1","4019","noanynopt                                                       ","I","0","","indicate no Any N OPTimization  0 (default)- Disable this optimization. n  1           - Enable this optimization. n"
"2","10167","InitNegRealCo                                                   ","I","0","","Unscaled value of NegRealCo"
